iteration,avg_score,selected_links
589,-113.2886271944172,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 11042, 14613, 14342, 19405, 17580, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 41181, 26386, 25159, 30203, 21300, 23435, 1858, 17366, 22062, 15627, 19059, 11459, 16085]"
590,-113.44667975139026,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 11042, 14613, 14342, 11459, 19405, 16701, 17580, 10951, 10195, 3358, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 27458, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 2673, 14801, 13988, 26682, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 23107, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 31940, 21300, 23435]"
591,-113.29421546178168,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 6002, 9610, 6978, 5459, 4555, 44950, 21763, 9212, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 39347, 28550, 27914, 27240, 27007, 26386, 4265, 25159, 30203, 1858, 21300, 23435, 17366, 22062]"
592,-113.27963144695232,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 40039, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 34340, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 4857, 27007, 26386, 25159, 30203, 1858, 21300, 23435, 17366, 30546, 22062, 15627]"
593,-113.4763657180242,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 18636, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 8679, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 2239, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 25362, 27384, 27031, 14751, 26204, 2604, 23988, 5821, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 1858, 21300, 17366, 41091]"
594,-113.33213390033804,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 32644, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 17366, 22062, 15627, 19059, 16085, 23846]"
595,-113.29356122560245,"[32412, 33553, 15476, 43626, 13550, 13504, 40798, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 36160, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 35690, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 11614, 1858, 21300, 17366, 22062]"
596,-113.29421546178168,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 40264, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 41882, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 38844, 23435, 1858, 21300, 17366, 22062, 15627, 19059]"
597,-113.47145894667976,"[32412, 15476, 43626, 13550, 13504, 1533, 28031, 15134, 14613, 14342, 11042, 17580, 31152, 19405, 10951, 13494, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 22088, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 20165, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 2322, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 17366]"
598,-113.27000872314903,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 8352, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 14717, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 20905, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 19025, 18833, 17876, 1772, 21809, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 12572, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 15627]"
599,-113.3329789554029,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 12720, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 6110, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 28900, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 15627, 23435, 1858, 21300, 45165, 22062, 17366]"
600,-113.2985497764693,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 7213, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 19284, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 14037, 36439, 33768, 33725, 334, 8131, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 15627, 23435, 22090, 1858, 21300, 22062]"
601,-113.44738850725112,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 28766, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 15627, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 22062, 17366, 19059, 16085, 33220]"
602,-113.33518700250792,"[4590, 32412, 21452, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 38224, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 11893, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 5193, 22062, 15627]"
603,-113.2985497764693,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 3073, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 10033, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 16215, 39879, 39336, 34858, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 21864, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 22062, 15627]"
604,-113.29421546178168,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 17203, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 11109, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 972, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 44068, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 15627, 22062, 17366]"
605,-113.2974593828372,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 11268, 3156, 30886, 2952, 28422, 28219, 8033, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 29858, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 22550, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 43455, 1858, 21300, 15627, 22062]"
606,-113.31618689346854,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 2742, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 5849, 37932, 36439, 33768, 33725, 334, 33186, 13790, 30865, 28921, 28664, 25323, 28550, 27914, 27240, 27007, 26386, 35742, 25159, 30203, 23435, 15627, 1858, 21300, 22062]"
607,-113.39938392759788,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 17415, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 34465, 17876, 3993, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 15627, 1858, 21300, 22062, 17366, 19059]"
608,-113.33213390033804,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 40832, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 15627, 22062, 17366, 19059, 16085, 23846]"
609,-113.2973230836332,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14275, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 22345, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 7668, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 24414, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 34987, 37932, 36439, 33768, 3691, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 24287]"
610,-113.25174462981136,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 20004, 40797, 40493, 40423, 3882, 3057, 38578, 34199, 34177, 33263, 3156, 13900, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 26985, 30203, 23435, 1858, 21300, 15627, 22062, 17366]"
611,-113.33207938065642,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 28166, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 15627, 1858, 21300, 22062, 17366, 19059, 23846, 16085]"
612,-113.21968705702758,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 29000, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 24522, 1772, 14801, 13988, 13507, 20021, 13333, 11991, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 19316, 39336, 38860, 36585, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 15627, 1858, 21300]"
613,-113.30743648457091,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 17580, 19405, 28422, 15627, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 30625, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 2366, 36439, 33768, 33725, 334, 20910, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 22062, 17366, 19059]"
614,-113.454312506815,"[32412, 15476, 43626, 13550, 13504, 1533, 15134, 14613, 14342, 11042, 15627, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 9753, 2604, 23988, 14384, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 40246, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 28749, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33190, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 6369, 1858, 21300]"
615,-113.29307054846798,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 3741, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 43327, 17876, 1772, 14801, 13988, 13615, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 41022, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 15627, 21300, 22062, 17366]"
616,-113.40930650964998,"[32412, 15476, 43626, 1533, 15134, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 41233, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 28192, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 32418, 12169, 11456, 10312, 10212, 8975, 8833, 1472, 6939, 6791, 4705, 43645, 4319, 42273, 9069, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 41733, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 15627, 1858, 21300]"
617,-113.31973067277286,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 41952, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 9171, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 10858, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 13434, 22062, 15627, 17366]"
618,-113.29713226474756,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 15556, 9610, 6978, 36038, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 34177, 33263, 31523, 14073, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 37222, 21642, 21608, 20648, 19982, 8538, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 19696, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300]"
619,-113.49381201613784,"[32412, 15476, 1533, 15134, 43626, 13550, 13504, 14613, 14342, 11042, 17580, 34306, 24080, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 3882, 38578, 34199, 13097, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 30203, 23435, 1858, 21300, 22062, 15627, 17366, 19059]"
620,-113.29950387089738,"[32412, 15476, 1533, 15134, 13550, 13504, 14613, 14342, 43626, 11042, 43905, 17580, 19405, 30927, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 19701, 3882, 41925, 38578, 34199, 34177, 33263, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 30203, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 27240, 27007, 26386, 25159, 23435, 1858, 21300, 22062, 17366, 15627]"
621,-113.27352524261258,"[32412, 15476, 1533, 15134, 13550, 13504, 14613, 14342, 43626, 11042, 17580, 19405, 10951, 10195, 44224, 20396, 33461, 9889, 9610, 6978, 5459, 4555, 44950, 44076, 40797, 40493, 40423, 24113, 3882, 38578, 34199, 34177, 33263, 35357, 3156, 30886, 2952, 28422, 28219, 28160, 27384, 27031, 26204, 2604, 23988, 21987, 21642, 21608, 20648, 19982, 19730, 27952, 19457, 18833, 17876, 1772, 14801, 13988, 13507, 13333, 12169, 11456, 10312, 10212, 30203, 8975, 8833, 6939, 6791, 4705, 43645, 4319, 42273, 4041, 39960, 39879, 39336, 38860, 37932, 36439, 33768, 33725, 334, 33186, 30865, 28921, 28664, 28550, 27914, 26879, 27240, 27007, 26386, 25159, 23435, 1858, 21300, 1623, 22062, 6675]"
