iteration,avg_score,selected_links
201,-113.56686838948865,"[41138  7206  6033 38458  3840 31170 27726  4814 34920 41971 11670 18915
 34328  8644 30241 28915 42805  6907 21666 44975 21320 24427  8247 43662
 42429 14545 29839  8179 22959  7573 11486 10320 12147 25073 11275 18395
 42108 43387  1938 40203 44042  7521  5773 15810  9966  8434 37065 24335
 18863 22372  8909 19901 35041 43799 43040  8316 29276 42701 18441 44164
  8219 17234 21391 43372 45061 40673  4505 23103 30991  9843 43023 34921
 23239  8312 38065 21098 27348  3353 22111 38069 44980 14357 11152 30137
 26145  2610 39214 25206  2434 33562 19767  7580 10447 13548 33569  1410
 10401 17636 29598 14294]"
202,-113.35762185148842,"[22980 42415  7670 37928 11738 28550  5145  8238 27052 21315  7505 13550
 39336  4381 27229 33725   334 33510  6939 14342  6587 17580 33186 19059
  6426 38860 27346 28921   977  1858 27240  1533  4659 36439 13504 37127
  8975 37976  1387 23189 12711 28664 10969 31707 10062 14613 39879 23435
 14766  7245 30865 13638 31983 16085  8020 17366 18929 45108 43645  5474
 15476 40064 25437  4041  4319 36947 21101 27646 30106 30918 28229 35982
 37035 15627 12377  6791 21203 22062 15134 21269 17628  4705  8833 15503
 19405 44069 26386 39960 21300 18354 37932 25159 17891 40159 33768 42273
  9790 27007 27914  2647]"
203,-116.2837476829136,"[33767  7085 44654 34282  3001 21477  7716 19707 15468 30246 27404 15331
  7367 28081  3919 22649 28113 15948 34265 10214 31003 20070 44479 12978
 12428 37989 33769 30803  8295 43119 27889  6123 14437 28293 19729 37883
  5450 10311 44339  9014 18531 20952 20655 40746 15494 36033 14605  9731
  6875 12145 38307 37220  6859 17611 34590 24678 31136   932 21794  8421
 19475 14051  2600 36431 38241 28630 41218 40399  8080 30277  8570 41318
 23636 27219 40424  6841 27833  3696 36107 22264 37375 25313 11715 19332
 28787 23331 37360 28056 13866 37261 27332 11450  7849 27157 43519 15685
  5215  8195 17980 33544]"
204,-116.58943953767314,"[35211 25476 12423  4411 40060  8813  9951 13321  1243 33274 19660  8035
 30089  9384 22821 27982 31425 15253 22357 40500 13555  5308 20990 17201
 35635 26296 39863 22311 42301 43611 11085  9564  3727 15396  7413 29206
 40755 31271  1127 43518 42478 33548 34392 43232 39174 21571  7320 15115
  8602 41116  5646 11668  8132 10948  5018  2369 38212 30850 15865 32449
  6539 44932   664 17106  3889 40620   658 28359 36448 22368 26240 24332
 30332  5048 40996 12472 10587 37044  4684 28726 37727 44198 37291 45030
 25805  5945 37139  5812 41757 11356 18937  6177   565 27422  9746 27274
 28948 24305 23972 12940]"
205,-114.2516355904482,"[40365 11174 19161 22811  3936  7645 13890 19689 34151 30776 37322 29745
  9427 38077 35645 37007 39197 18583  5428 37321  6059 11249  4524 25414
 34958   541 38543  6733 22823 39242 20263 15288 10696  4577  7970  1811
 42369 38521 29610 10167  6186 27916 35447  5527 29866  4675  5700  4364
  5473 42728 33749 23843   679 15668 24213  5234 35528 13118  6048 43931
 22985 36171 12601 33423  3720 15434  8915 27619 14071 39961 16002  2558
  7845 29185  1223  2523 31622 28224 10927  4201 13960   131 11127 33595
  8558 19511 28439 27929 31064  7217 12715  9948 31697  1942  4220 42317
 45071 11216 25373 19062]"
206,-113.43623923236294,"[ 3108 25431 22552 40633 39940  8988   375  9137 39980  4559  3216  4999
 13646 43794 22298 36362  5886  8946 34314 35530  6707 41761 40910 42472
 33694 12359 40090 18527  6564 19452 29443 27467 26738  8521 41798 19110
 18352  1933 19145  4541  9330  7934 27158  1705  6840    25  4170 38671
 43262 19394 26868 21241 43219 11947 34869  9935  6507 17065 31096 10294
 28690 28639 26899   931 43320 15158  3722 41915  3681  6000 25705 10475
 26650 13533 25450 17142  1539 36418  7622 20746 18006  7844 38771 22190
  3771  2329 27087 15558 20770 28133 32899 29411 25998 41605  5475 15944
 43253  6624  7725  3456]"
207,-113.32019409006652,"[42316 28514  2821 27917 37988 22351 43653 23072  3009  1416 18593  9169
  8142  9190 12835 39931 27361 27217 36988  9936 33344 14275  5971 22720
 33975 33438 33074 19554  4444 42560 40723  8623 44286  7530 29499 38104
 27259 21333 27924  3802 17501  7834  6965 12414  8816 11590  1548 19263
  1183 36582 30895 43764 18475 43352  5093 38797 43446 12379 35275 20370
  7695 28073 34708  8034 21070 16123  3059 11274 26696 37404 11711  2498
 18123 23832   492 10195 42104 38641 27267 35253  2547 26934 28306 34566
 19324 31980  4808  9205 21382 32557 28060 20724 40845 14118 34579 10951
 26527 43630 41769 36389]"
208,-113.6743812016138,"[41795  8635 15740 27022 13052 34682  4639 29782 43349 11322 12977 16006
 10059 13127 11519 11905 24402 21390  4878 23817 34366 36873  7327  8019
  6724 30317 21627  4180  6918 36945  9076  2505  7114 32777  3960   298
 35363 17398  2385  8021 35866 29568 13187 35181  4573  8025 33190  7889
  1521 38113 42347 19706 35258 34517 18032 16100 11677 28256 40184 21091
  4816  4688 11411 33653  1627 33199  8262 36062  9829  9459 38685 27069
 38494 37389 28020 24452  7677 19393 33707 37856 27891 28408  8855 44986
 31272 41897 27957 29594 25522 15574 21934 17136 11147 20159 44345  7306
  4561 28766 35291  9259]"
209,-114.15020172282202,"[10430  9423 41913 26505 12845 21132 14258 26209 10271 27216 12463 33371
 13111 28077 25449 13228 29857  1458 17066  5526 23989 33297  2753  9538
 27260 31889 30367 28352  8889 30398  1035 33661  8546 43166 13905  3170
 23406 44210  6429 10276 23012 25072 24977 10105 12612 24187  6653 12984
 34368   830 34101 40823 16995 18069   627 10063  2555 24814 37393 13891
 41604 41306 17928  4337  8004 13156 25855 19166  9120  5277  9854  9250
 10771 19317  4139  8801  7963  9992 30109 37604 36353   340  9447  6734
 36167 13917 44413 25936 22350 41887 38928 38897 11345 26156 29611 40112
 18084 23847  1689  8350]"
210,-114.20251335732208,"[44328   621  6962  9403 14120  7852 21201 30885 41948 13491 10037 12043
 23444 16770  9357 40740  6207 35055  7777  7141 30888 17209 22147  4632
 22540 14884 26820 29450 27002 17522 30529  7665 45034  7393 26882 28954
 18544 19277 20748 17661  1365 45098 28540  8456 34516  3399 33898 43501
  9937 16089  8669 28617 28198  1484 37941 25298 20745 43415 43650  1940
 36273 37804 12058 19652   972 19360 36729 21494 30661 15120 22249 37400
 14010 37042 40000 26998 43577  9390  1939 33398 42166  7137 26864 28448
 24828  8647  9586 28351 35974 19005 29233 18592  3987 39047 36837 20365
  7585  4178  9270 26125]"
211,-116.30381092574424,"[35066 36776  6830  8272 36867  6646  3762 22791 15321 11728 25195  2537
 35367 24677 26664 42507 40617 19190 11393  8532 14210 30616  7328 16072
 20936 40644 13227 16065 30212 25747 30897  1233 17133 30159  5343 41855
 41387  1359 21559  7396 34900 11566 39855 36969 24040 43624 39996 24980
 38225  7684 30237 12138 31143 25870 36436 40653 21228 16698  1918 26180
 15851 11999   605 41694 13413  4237 24514 11388 23545 26152  4272 32713
 41651 22360 43918  4587 41946 27480 24491  8748   681 34567  9064 35307
 31939 35605  4362 20437 43846 33832  7374 28211  9195 12454  5609 10775
 26331 11924 19391  6827]"
212,-114.39014284156583,"[ 9317  9621 41826  9546 11341 36885 24417 17913 33264 41198 14563 26060
 23213  9068  1611  1638 36093  5017 18951 31447 31122 34022 15505 28543
  7650 19905 14199 36902 31524  5975 40456 25676 13130 33592 18008  9708
   793   898  7579  6069 37787 25991 36946 12210 29714 33760 28071 31584
  6662  7457 15672 37295 26164 24558  2447 23552 33537 25584 37943 19720
 14553  1043  5024 22641 18090 19694 42462 14654 29285 32838 26216 29742
 25412  5354 16701 11488 42107  7767 13115 10761  2848  1139 38808 25010
 32963 44156 28054 34861 37793 29675 29006  3969 43386 35746  6727 17413
 29590 36443 25408 24173]"
213,-113.37081561443684,"[43592 22347 35565 25598 27345 40855  1637  8851 42309  2300  3728   984
 23958 13080 34619 35389 33566 41125 14552 13623 33820 16766  2618 12430
 42223  9831 13037  2890 37049 28952 14893 12074 19334  4627  2752   282
 19420 11433 26597 32990 21407  4056 24142 44551 21593 36422  1827  5746
 39287  6820 13846 13845 30203 20689 37955 14530 19483 28061 11267 21420
 33834  8396 33271 18180 21045 29509  9826 34608 34691 41484 12777 40157
 44192 25183 29639 30710 20082 39276  3439 20924 14390 32412 32453 35695
 38127 20401 30118 36687 33462 42511  8506 29225 19977 39051 15566 11459
  8791 12157  4478  8985]"
214,-114.13024751935454,"[36282 11360 23267  6998 24954 36952 23066  8448 20922 35655  1485 22654
  5982 12511 34924 15736  9604 33203  1850 39206 37970 40295  2873  5803
   609 23429 39570 24255  8484 34186 23861 27967 11227  4628 29592 40760
 31971  8258 12801 15282  9833 24776  3594 17507 37316 11430  4341 17566
 38666  5949 27849 31936 27733 28152  5397  6398 30200 16054 22739 12066
 31128 38460 40080  1044  7640   633  5966 11686 25564 22270  1701 40137
 18714 18516 30839 29143  8786 23908 13597  1766 18046  8510 28104 44157
 43930 30383  6784 22473 12262 17263 40278  2775 23130 44497  7873 31019
 28260  8344  4017 21373]"
215,-113.90366372260392,"[22568 37274 44964  4673 27673 34073  7255 15650 22046 38567 28614  2710
 35427 26181 25736 39073 11471 18759 13006  8782 24848   389 40593 25946
 14703 35683 40341 38189 16804  6591 21129  5714 19768 23949  5858 19078
  3499 10056  7228 34383 40281 38885  7827 44672 43575  1219  5828  4438
 23818 38068 10002 15719 14366 15300 23314 19101 10725   631 31611 11480
  7191  4269 10099 13642 16079  3368  5936 11337 10572  9536 10742  9684
 44548 41655 22006 19632 27662 22987  2982  8562 18399 15397 10790   489
 37334 44196  3476 20674 43222  5944 43668 23109 45009 29850 18889  7544
  6772 20050 33717 42558]"
216,-114.3252644204558,"[16102 13268 13365  3437 11695  8005 12784 32974  4377 36261 31900 36123
 34223 28190 28400 34157 31617 12223 17424 12599  5194 20408 22466 11619
 14283 32960  5825  5524  5167 14413 34180  3434 40036  9186 28070  6660
 40795 25333 31706 28593 13897  7549 29208 43500 37833   968  4003 34285
 12761 11796 27212 28313 14447  7633 32936 11447 38108 33634 44740 42844
 27500 36151  6443  7401 21280 11730 37374  8974 28989 13530  9058  7418
 35042 39786 32681 44668 19516 27604  3872  2404  1009 42759  7784 17295
 14312 20261 37453 14233 12828 39975 11908  9119 13063 13055  9470 20986
 14862  5319 10600 34779]"
217,-113.58687711263772,"[44978 23942 16710 25137  5464  7388 28241 36035 36570 32887 39964 27073
 29013   202  3873 33853 24379 10972 14728  5897  5592  3370 36457 42481
  8077 42208 37870 38174 12529  5984 43536 15515 37027  8475 12403 34948
  4398 15175 35665 35749  1892  8529 35672 33536 42458  7409 22981 32513
 35546  1882 25356  5878 26511 22181 19593 43865 13231  5986 40337  8384
  4151 34120  4726 31094 15173 19639 36503 22061 40570 13976  7493 22846
 30164 32093 30882 43782 38738 18931 15449 44414  8687 22571 21718  9262
 43836 34880 41568   537 29730 36990 10451  9672 35036 15510  1647 11580
 39003 22718  9294 34275]"
218,-114.4522952785956,"[29243  6066 30804 33597  1861 29737 15983  7020 15862 19294 17834 38067
  5089 15749  4933 14594 35835 19725  7967 13357  5173 41565 26535 36083
 40977  2588 34744 25713 22359  9472 26657 20412 41186  7713   168 10535
 22407 22681 43693  2345 13626 28673 35851 17003 42320 40997 27244 39148
 34193  6569 40457   827 21169   880  3187 33755  8315  1967 11117 18849
  8103  7710 13681 43348 24680 38969 40825  9986 22991  9539 38921 43195
 24542 39175  7733  3130 28522 16994 28623  6367 11412  7552  9535 36087
 38185 15769 19032 21048 43727 10343 44743 21044  1038 23078 35906  2426
 41717 40905 13769 22742]"
219,-114.02442481735912,"[ 4100 43666 10655 39231 28534 27966 13660 34985 36257    35  9410 33989
 43772 44202 43135  4246 19616 36977 41931 14753  9824 26845 21178 40231
 21911 22419 35725 41317  7297 11629 15986   924 10984 32680 10831  7656
 14259 28547 24836 29041  6982  4645 41623 43537  1395 13712 33071 14303
 18142 17253 23039 34733 36316 42256 30566 27130  6674 10494  7033 41294
  8292 14304 37971  6605  8326 25167 22969 22757 33613  3759  4373  7411
   927 37421 12450 38861 42446  2634  4857 25314 24475 41619  6858 32670
 28366  5881 21864   656  9145 44585 26913 29845  3477 40572  5061 28441
 35662 42797  6120  2326]"
220,-113.88624468433106,"[10143  6198  6350 12024  1383 14936 35613  1654  9663 18082 22661 36769
 18507 42292 10542 20920 37045 22754 28007 18844 31666 26439  7944  4825
 37070 34393 10008 22712 28407  2871 40471  2857 36872 43280 19085 21362
 18452 39844 39998 34957 20858 13434 28254 29063 26854 18009   965  6080
 35235  1058  3358 38485 30034 11621  3933  6922 35111 22178  4984 41991
 11059  1052  9448 18378 26445 32425  7856  4227 34665 43620 27272 33045
 44963  5360 22541   303 13162 29466 23335  4938 23234 29495 20793 21902
 20973 40382 43900 34825 32893 13622 41507  8369 35140 22837 15682 28418
 28443 32544  9520 35104]"
221,-116.8310707665468,"[41557  7023 19862 44983  9103 35859 44144  6362 17551 12140 17208 27776
  3729 14052  9771 14208 23124 27238 42179 30182 42259  8956 24237 40272
  9987 11473 44620  1342 28108  2599 32672  9479   356 42556   873 29630
  4544 28218 44184 43813 36179 43031 25521 30231 11110  1594 41618  6876
 13109 22861 38025 10457 11219 39072 12275 41993 29003 34756 20289 15636
 25668  8371 27336 41578   696  5869 18682 31250  3637 15743 29734 21438
 14272 37179 21164 19760 14385  9894 40179 43704 41163 43302 41786  5356
 38893 29722 40173  8597  1137  4679 25969  4972 44749   149 10705  3788
 28314 27809 41653   386]"
222,-114.46254497873736,"[35420 11764 28440 20280 43168 14905  3769 36276  6985 15244 12348  3467
 19517 37596 11197 33636 22565 36997 31645 43431  3668 28242 23353 34130
  5999 20801 11084  9751  6760   720 34757 10511 25688 42417 11656 13234
 18747 15950 35021 35172 12966 34574  8768 21083 28388 22316  6837  8666
 29613  8172  7908  4359 12365   317 35326 45018  5181 20963  9787 23996
 18109 40114 43333  5892 40573 20421  8275  7439 11726 40988 20098 27178
 38731 26121 14450 37037 43725 18011 38217  2506 21008 29860 12843 21313
 30123    93  1686 22507 18079 22860 34672 34841 22295 28225 29436 30052
 33584  7129 33418 33752]"
223,-116.58518700250796,"[13925  3143 38409 24926  9177 24256 15920  9908  4753 40506 22296 22107
  8267 13787 37470 21009 41710 34800  9193 40008  7624 13472  5838  2463
 24571  9641 23615 15817 23113  7034   948  9313  7682 24140  1155  3533
 15995 28080 13056 10012  4951  6063 35317  4481 10039 41974 20425 38812
  4784 24918  4045  7146 10253  9654 44049 28661 30813 44674  7239  9897
 27870 43909  6847 24989 20418 37150 29230  6824 38913 34603 31164 40791
  2609  8770 30343 28208 11176 27230 34802  8471 15220 15669 31546  8185
  4441 30953  6425 27223 14305 38223  1073  6639 10704 11556 34089 39785
  5705 38718 21375 15256]"
224,-116.93735688583584,"[19215 13073  2464 19326 36428 13269 25287 29031 40235 28704  3337 29606
 34564 17600 29687  5102 31909 25255 10821 34808 30061 39936  9526 28629
 13161 38535 33496  4193 11173 43429 15354  1962 25067 25247 43360 15564
 37446 22292 29868 17629 42300  8940 41016 39165 25305 25330 21512 24004
 18075 17585 22408 24969 43658 28417 35271  1786 33840 33175 13043  3639
  3180  5187  9077 41310 18528  4975 25070   295 33240 30390 31592 12310
 44580 17936  9763 33495 10177 26308  2573 40219 33640 14370 14117 43929
 32738  1311 28615 43654 37122 44976 36537 15062 31145 11542 23309 25138
 45122 38517 37370 34951]"
225,-114.42885181550548,"[20311 45119  5843  3357  9798 38207  7802 40888 29578  5509 43921 33135
 37384  8684 27907 38492 19154 12920 10751 10578 36432 34747  7621  4768
 18034 25942 41975  6687  6019 33458 44333  1070  4523 30942 23865  2743
 38435 11522 30931 26541  9811 25315 23407 42717 43755 38218 31930  4025
 34964 41668  6496 20264  8065 10548 41869 34404 21071 33978 21291    48
   260  1920 21655  4257 15273 33600 32545 10848 44351 35693  2780 13639
  7036 37198 38106 13937 29270 45036 30362  5799 33861  3116 31016 17421
  9799  8903  8609 35053 11499 35391 33468  8826  1757 11180 18073  9094
 11384 13209 43757 34750]"
226,-113.8063733507797,"[44730 37296  6642 18711 19355 27912 43696 24686 11351 10069 22642 35014
 14810  5175 34891 30631 15276  4633 32600 21745 19331 24169 34838 10054
 39797  9321 13791 20995 31176 36308 24114  9869 39938  7479 41683  6800
 22911 37242 41756 22495 25321  2253  2492 33350 38889 20093 22352  1784
 21029  4822 17239 25331 17318 39883 40566 28953 32776 30085 40700 20315
   567  7089 40044 29821 27649  2757 19565 36658   991 19417 11040 28111
 34378 15579  7087 24510 19249 31172 17274 38476 43435 17532  2652  7972
 30677 24929 22064 33890 16848 31888 35722 23224  7704  9135  5261 36698
 17553 33692 36157  1111]"
227,-113.84600915930656,"[34336 34822  7512 32877 41221 29033  1499 18676 18776  4134  9239 26921
  1909 39351 43237 20784  1575 22005 21801 30612 26413 10249 12442 30995
 15089 35247 31979  6570 17202 42026  6171  5376 11601 19210 16051 29595
 11265 28304  6826 34952 40876 13264 15291 34970 36423 38695  6114 41830
 30853  3139 13759 25130 10741 25009 34976  4800 27837 22379 33504  9614
   941 10436 43353 28649  4110  2785 43449 33798  4419  1914 10489 21223
 32647 15063 24745 22461 29658  7728  9518 41283 43379 37403 30175 35666
 36724  8756 23185  7225 15771 29489 40286  9246 33422 12422 24521  2788
 33719 18029   732 42266]"
228,-114.26371169992376,"[38244 18499 26860  9990 30167 28421 44395 19050 28720 44315 14220  6672
 22313 34954 35668 10825 21467  3838 13470  5369 35424   307 10666 28465
 33666 12105 16750 22287 26790 40850 40043 32635 14913 40015 41779  2742
 21032 14874  6799  6092 12313 30161 13405 40121 38525 34164  4461 33261
 40904 32785 29678 37628 37590 18369 21651 20854 36897 28589 41669 12435
  4897 36392 41633 33764  3698 26270 18540 15290 40663 28498 20416  3530
 19120 32820 42776    56 28402 25447  2381 38123 18115  5341 10260 28595
  6183 29822 18047 13700 11044 33793 42861 35395  4682  8409  7575 42116
 13999 10855 40922 15842]"
229,-116.18806564169672,"[29640 10675 27102  1062   966 37938  1982  9947 13750 28275 34387 28774
 38636 37961   821 38743  6444 35580 25203   335 44669 35361 34892 36281
 33485 29000 11049 41824  1218 33585  1495 37821 21488 31718 26268 40006
  1467 16220 36305 25434  4442 29617 16021 40439 37477 31929 41967 40331
  3685  2854 15369 15753   327 15676 16118 34678 15622 11475 29604 13702
  6383 17604 41174 25749 38164  5784  3088  6373 20066  7756  2581  8677
 23077 22839 44450 24251 32994 35373 28753 40837 44209 33402  7606  2351
 42783  7165  2979 31435 33804 35090 33481 32812 10945 34072 29793 40827
 37009  7769 22785  7789]"
230,-113.85876676480213,"[37114 12022 38351 18637  7950 15477   529 33833 20110  8368  1758  6710
 29527 16720 35209 39136 13799 16838  4089 15759 22734 29252  3060 22429
 34063 15902  9588  9720 44458 17078  6103  6895  7965 20026 42299 15563
 28037 41322 14187  7652 41172 34261 24785 13798 13062 29441 33783 11032
  1021  8701 29719 12558 33333  4686 42433 17425 27634 34329  7278 24132
 42527 15784 40686 17634 44448 28016 17435 14539 15345 42735 16302 23358
 20887 36888  1617 17388  3168  5894 11378  2372 19604 11458 14557 30831
 27279 30173 10001 33654  9902 14824 39212 13215 13076 12383 29293  8297
 16802 34774  9141 43570]"
231,-116.65475411623598,"[24057 33684  6857  8223 21920 33591 32958 30668  2327 43457 23866  6083
 36275 34669 19857  9487 13719  3693 35700 22918 35838 25581 17504  6361
 40783 26795  8117  5850 40073  8853 36545 14620 44608  8492 35541  1629
  9696 16059 40491 13474 19254   866  8680 27333 40330 27014 29498 28972
 15201  7495 14141 45072 28092 21605 40198 29109 43473 10055  9012 36981
 26554  2564 24756 26024  7910 33039  8599 33116 10245 13543 41854 22100
 44543 42676 18608 22748  3946 14422 13001 13888 23068 10925 45125 34991
 36703  1729 28688  5638 44673   180   970 12987 34171 33278 18359   365
 21018 43932 10344 35091]"
232,-116.90878857267484,"[34620  7287 33235  7322 32991 13414  4765 34769  9571 39155   235 14315
  2766 10836 31938 15618 29474 31530 11055  9416 38974 23102  6531 21138
 38703 12091 21079  6900  6971 35362 13438 34577 26295  4716 15917 44994
 42211 26368 32855 32563 18164 35612  5165  8383 20744 15252 29573  7194
 26993 43766  8865 35161  9343 29183  5101  1573 37010 38306 21628 29690
 11285 41258 21519 17054  1123 10452 27968 25690 14695 22722 33269 34670
  4923 41708 25826 12113 43191 27427 15296 15793  4676 41800 23333 10694
 35966  8358  8937 40042 26824  9753 31436 29111 43323 38240 21533 10438
 32978 39071 19369 10309]"
233,-113.9932940791626,"[ 8665  8418 43236  3777 21389 27246 11641 38028 23080 28573 42801 13751
  5420 29848 17836 43218  8245 26328 21895 15597 27357 42798  2708 22464
  3412 32826 12685 21587 13301 39053 27666 21119  6728   275  7282  6723
  9489 37083 42158 29530  9757  4331 12482 36978  2942 43664  4708 15686
 14612 11250  9891 27437 14872 13443 27349 29242 40864  3929  2663  6434
 21231  6657 23237 28312  6542 23134 43434 19153 21208 12585 27958 41624
 29493 23392   363 32881 24219  2352  3556 38566 40265 13723  9445 37951
 35637  4510 29744 15247  8343  2996 44320 28983 40234 36299 31585  8580
 22938 43238 25608  7803]"
234,-114.16233235197912,"[24960 22968  9065  3514 29114  8439  6641 26988  8788  6098 38560 31403
  3025  4203 12314 33432 40510 27787 45181 30126 16044 26697 26503 26855
 22566 31455 20643 27738 35468 35575 22011 13599 38279 20251 31166 12667
 17215  3528  5525  4955 22673 37873 29577 42508 21609 42793 32108  9130
 31113  1462  1253 15841 19722 40618 15912 30236 26662 42276  8630 21347
 34040 26642  8823 33751   309  7615 27615 27643 11182 25853 26282 40067
 27418 17409 27880 40585 27812  1385  3733  4605 10933 14123  9379   740
 34278  6636 11694 27385 38539 17204 13979  1328 11771 10920 40188 24560
 26019  7915  3500 22185]"
235,-114.14922036855312,"[20067 11354 17612  7629 22250 36681 13909 25896 26710 43677 28074  5750
 11177  3112  7116  7863 43933 37704 41932 16069  5565 34854 19601  8290
 42374 36773 16010 34187 40303  8279  8203 34359  6064 40734 23169 16043
  8030 19295 32971 23969 33565 37625 12015 39878 14861 20420 33905   487
 41383 33730 29200 41162 16032 26160 15657 14755 35063 44688 12510 44201
 22015 43303 32849  9178 44122 43477 38478 15565 12045   358 25902  6572
 33590  6630 25288  1977 14420 29656 38633  4288 41570 16294 17203 14292
 17912 44220 38438 27954 27544 17992  4551  2297 24055 24775 33320 26911
  2580 10130 20872 31709]"
236,-113.65399084069357,"[19455 32596 19463  7509 34224 30319 38907 31180 41013  8069 23121 25284
 31049 33530 12688 15733 39881  2758 37508 12714 28380  1450 38201 14317
  1157 36831  3682   266 24117 22399  1068  8366 41594 10986 38322  1072
 25266 35082 36302 11914  6771 28992  4729  9816 13765  6468  1927 12012
 38158  9092  4693 19376 11592 24744  2606  6395 40252 36082 19786 41956
 40842 38991  8722  8404 38526 29117  6157  1125 19160 31618    21 28192
  9006 43840 29843  6445 29237 28808 41688 40979  9933 32534 45003 26340
  8460 29620  4543 22903 17568 24292 16699  8755  5407 24162   849  9955
 15961 41736 13526 25487]"
237,-116.70202268018758,"[24984 14543   721  8878 21402 23104  1150 11167 17510  5015 22758  6004
 20084 10113 19063 44136 12451 40027 42824  9329 15797 26163 21692 11660
  6145 15544 44734 16176 33316  9026   147 14158  4546 30554 21038  4159
 11474 19252  6926  7234 36668 16173 34436  7822  8586 23018  9873 36632
  6567 24349  9554 14098 37068 41973 18513  2331 23919 45012 17176  9154
 13561 33982 23264 36085  8217 10267 44525 44594 24978 43533 37144  3916
 41339 23339 33677  8199  1015 35973 33835  8869 37002 30584 33493 13600
 17953 31603 41094 21237 19576 20204  8012 27025 35705 34062 11783 44485
 13644 33729   615 17029]"
238,-113.84167484461898,"[31644 19234 25324 25615  8426 15342 24273 10999 13467  1413 30797 25996
 13699 39903 14135 21724 11699 23015 32366  1630 21369 11119  9298 11802
  7988 41241 12976 27944 40685 35007 23271 15344  3442 22158 39787 13338
   178  4457  9033  2518 13397 26250 34445  6617  9401 35179 41285 43686
 18098 41988 10242  3719   336 13107 15725 26297 19023 41891 12055  2429
 19961 13659 42175 22355 30199  6079 10942 28662  5805 40370   193 33674
 24773 12343 13135 15914  5335 12633 38126 10119 19873 41773 21318  3751
 21180 11045 28188   632 24403 27927  8712  5355   695 15829  7977    61
 21475 10096 25817 20787]"
239,-113.83491440409992,"[28519 30856 44753 31887  7993 14065  5339 31476  7578 19042 14889 21615
 29632 28783 43513  4399 17521  3557  8071   185 17131   818    46 36430
 31590 32980 44318 27995 21978 15894  8742 40193 22334 22493 27976 19459
 24175 33855 19546 25776  1797 18802 18134 30949  3091  1624 15701 16180
 13138 11417 24337 22479  3119 35676 37786 15263 15613 14186 42250 18168
 10974 35449 13566 19928 26935 38542 34029 17496 17047 40543  5401 21305
 19281 34343 17940 33874 26424 28245 38959  4956 30336  4212   808 30114
  9530  8704  1832 19382 10673 29410  6193 17000 38537  9231 36567 36662
 24215 24214 43785 26703]"
240,-113.94567113728058,"[19798 11913  3367 41556 42444 31491 37702 37775 23016  7469 35624 30284
 24948 25818 42847 29853 43532 24906 38522  6015 38037  4403 29841 22339
 37492 15060 33439 41721 41829 18856 32914   218 14017 17998 38997  8973
  1337  8167 30875  7865 30620 18734 29894 37422  2416  7355 37043  2750
  6915  4489 43784 23325  9805 33522 37980 17216 15161   867  4883  2594
 12376 45144 11631  5735 16101  8169 18688 16165 39275 25454 30921 37297
 13297 15692  3505 34288 37380 25961  5540 35254 25699  1081 29564 13933
 22153 27137  8402 28047 26320 25865   642 18040 24473 36587 30986 12148
 41278 42373 30692 31255]"
241,-114.4077799585651,"[13803 40430 38258  1126 10504 17942 11809 41031 15653 11547 12480 43595
 10074 33571 31549  6776 18685 40268 31119 10914  3478 21296 36618  2855
 31553 23655  8714 32832 38042 14253 43197 35309 28244 34337 39328  7545
 11133 22390 28717 11800 33987  3757  8561 12689 25143 31388 41579 15537
  1455  8110 36170  3645  4141 29838  9540 37445 41406 35747 35294 30151
 29585  8916  6354 41843 33146 29268 36516 43159  7897  1301 10329  3779
 37081 24690  5242 12234 39017 12368 12276  3186 24827 40202 14709 11162
 37434 21105  2954 21887 30082 11834  1049 30662 11195 14371 20638 30658
 27401 12812 24108  1214]"
242,-114.09789008832196,"[29641  5097  5783   780 10091  7781 43425 19167  5371 25781 35402 34689
  5488 10946 44741 42142 27180 36312 27902 29672 11114  1956  4837  7293
 13158 14291 29621 33866 41889 25342 40809 44568 40313  3782   789 12068
 16741 41802  7832 31632 40665 30158  7925 10580  7749 33137 26850  8202
 12800 38430 39792 26161 32870 25566 19672 40635 19880  8694 27239 13369
 12604  6923  6504  8963  1208 19025  3995 44684 19257  5451 45058  7210
 28325 25418 39825  7932 13678  7870 28169 17180 21875 27103  8293 10814
 19226 38099 10959 23403  2828 37822   881 11774 19851  4390 43804  8507
  6217 28767  9700   574]"
243,-113.97900992258212,"[13604 43625 22822 44735 19082 14648 16300  6599 18847 13790 17969 22505
 36399  4407   952 10849 18943 42382 17211  3680 31251 11287  3005 26978
 18916 42673   241 24318 10464 35701  7151 13147 15368  7600 28280 24559
  5706 19339  4744  1406  8796 41453 34279 23022 24934  2278 35640 19606
  7256  5485  7883 39060 23225 17907 11710 13921  5889  8303 21426 12740
 10703  3427  1775 37287  4733  7090 23310  8508 13554 39199 29539 34259
 32079  6588 10819 18506  8598 14816  4849 19228 25671 41709 16732 35467
  8231 34192 26918 29523 40920 34301  1930  2689  7253 41158 19543 12779
 21658  5196 13970 28904]"
