link_id,success_count,failure_count,high_score
2,2.0,6.0,37.20134626313644
200,1.0,5.0,25.464955566501995
2008,4.0,9.0,37.6397088355251
2009,2.0,5.0,35.574676590613606
201,4.0,7.0,38.53189955724572
2010,4.0,9.0,38.75255081828858
2011,1.0,5.0,35.86508934465592
2012,17.0,18.0,39.36675045934589
2013,4.0,6.0,37.1087435131037
2014,1.0,5.0,35.2953120610389
2015,1.0,6.0,28.34742355061138
2016,6.0,8.0,42.10312777348926
2017,10.0,12.0,42.69608735403782
2018,1.0,5.0,33.23933556303852
2020,5.0,7.0,42.10312777348926
2021,2.0,8.0,37.4631174470769
2023,3.0,7.0,40.9662710065406
2024,2.0,6.0,33.65122652484891
2026,5.0,8.0,41.43532773953235
2027,3.0,7.0,32.006893842490506
2046,5.0,10.0,39.45443689365645
2047,2.0,5.0,37.20134626313644
2048,2.0,5.0,37.1087435131037
2049,1.0,5.0,22.80169291640293
206,2.0,6.0,35.8087416732088
2068,6.0,9.0,39.457709028603205
2069,5.0,8.0,39.63864357862342
207,1.0,6.0,33.49962009447537
2070,1.0,5.0,31.460630701245265
2071,1.0,5.0,31.8488255217872
2072,2.0,6.0,39.65858533660359
2073,3.0,7.0,37.82834407483496
2074,2.0,6.0,38.11401583171748
2075,6.0,9.0,38.72187091779768
2076,4.0,9.0,39.59956998311948
2077,4.0,8.0,39.62196554664905
2078,3.0,7.0,36.82597017996592
2079,1.0,6.0,31.86917454083901
2080,1.0,4.0,34.9562258571875
2081,3.0,7.0,38.04078139793928
2082,1.0,4.0,33.338490313582504
2083,5.0,8.0,38.954260413874366
2084,2.0,7.0,36.04626091154267
2085,5.0,8.0,38.55574433188523
2086,2.0,4.0,36.476217079815015
2088,4.0,8.0,39.46906808257456
2090,3.0,6.0,38.24525307385887
2093,3.0,5.0,39.62196554664905
2094,3.0,6.0,38.27985888519739
2096,6.0,9.0,38.27985888519739
21,3.0,7.0,37.20134626313644
2102,3.0,8.0,34.90470049443158
2105,1.0,4.0,26.64087823007501
2106,1.0,4.0,35.39211720022043
2109,1.0,4.0,25.97813486492421
2110,2.0,6.0,36.9261405112522
2112,1.0,4.0,30.225593509912063
2113,4.0,7.0,40.89210478760175
2114,4.0,9.0,40.78993877840093
2115,3.0,8.0,38.77923191389343
2116,2.0,6.0,38.26956607669907
2117,2.0,6.0,38.010940916234816
2118,1.0,6.0,36.81096999160856
2120,2.0,7.0,39.59956998311948
2121,9.0,11.0,39.50207169721378
2122,2.0,7.0,34.57847424378282
2123,3.0,7.0,39.62196554664905
2124,3.0,8.0,38.987248344254766
2125,1.0,5.0,36.244353801011286
2126,12.0,15.0,41.49577630873395
2144,3.0,7.0,35.700873445337514
2145,8.0,11.0,40.28995687256902
2146,3.0,6.0,42.189528863323815
2147,4.0,8.0,40.201481883055386
2166,11.0,13.0,39.974443075660176
2171,3.0,7.0,38.954260413874366
2172,1.0,6.0,31.14067326625769
2173,1.0,4.0,20.633814762404874
2177,3.0,7.0,40.755530018623055
2178,2.0,7.0,41.38583738596875
2180,1.0,5.0,28.38462927524316
2181,6.0,9.0,36.68812369182025
2183,1.0,4.0,30.80444412369401
2184,2.0,7.0,30.29704393020429
2185,3.0,8.0,37.55488753481713
2186,3.0,5.0,37.1087435131037
22,6.0,10.0,39.65858533660359
2208,1.0,4.0,33.57242181106145
2210,4.0,9.0,37.68014787421892
2216,3.0,6.0,38.163906990742205
2217,1.0,5.0,33.712627087277305
2218,1.0,6.0,31.55181493793615
2223,2.0,6.0,35.574676590613606
2226,2.0,5.0,34.381424843620884
2229,7.0,9.0,39.50207169721378
2231,1.0,5.0,35.797174606941944
2232,1.0,5.0,33.28199174042222
2234,2.0,6.0,41.1839472622792
2236,1.0,5.0,24.515731729679946
2239,5.0,10.0,38.92138399382989
2240,4.0,9.0,41.43532773953235
2241,2.0,4.0,37.1087435131037
2245,13.0,13.0,39.457709028603205
2246,2.0,4.0,35.62337838357749
2247,14.0,14.0,40.63253111054279
2250,1.0,5.0,25.998165445532333
2251,2.0,7.0,34.57847424378282
2252,1.0,4.0,27.861863659625328
2253,1.0,6.0,35.26731583115544
2254,6.0,9.0,38.32460637553443
2255,2.0,6.0,40.201481883055386
2256,2.0,4.0,39.993322559143024
2257,2.0,7.0,38.24525307385887
2259,5.0,7.0,40.147692167685946
226,3.0,8.0,38.53189955724572
2260,5.0,8.0,40.03908211191535
2261,5.0,9.0,38.72187091779768
2263,1.0,4.0,36.244353801011286
2264,1.0,5.0,26.87929138735339
2265,1.0,5.0,32.98199788523472
2268,13.0,13.0,41.82420356756808
2269,1.0,5.0,31.86917454083901
227,7.0,10.0,39.3473360240003
2270,10.0,12.0,40.90080337641509
2271,3.0,7.0,38.61051994774369
2272,1.0,5.0,33.416476899855255
2273,5.0,9.0,40.89210478760175
2274,3.0,8.0,40.12834635245431
2275,4.0,8.0,41.99754602728531
2276,6.0,10.0,40.9662710065406
2278,4.0,8.0,38.954260413874366
2279,8.0,10.0,42.04103211161173
228,1.0,4.0,29.62140186729325
2280,7.0,9.0,40.201481883055386
2281,6.0,9.0,39.974443075660176
2282,1.0,5.0,34.67746398884098
2283,6.0,10.0,36.89750764478914
2287,1.0,5.0,28.298606925773964
229,4.0,9.0,40.15348668202079
2290,3.0,8.0,36.572086015237375
2291,1.0,5.0,33.85302326690329
2294,4.0,9.0,41.56433654549379
2295,1.0,5.0,36.81096999160856
2299,3.0,8.0,40.15348668202079
2303,3.0,6.0,38.43314329488151
2305,2.0,6.0,32.57211536314683
2307,1.0,4.0,32.7778072357885
2308,2.0,7.0,38.19537446620257
2309,3.0,6.0,36.5380131705756
2311,2.0,7.0,37.58494817604358
2315,3.0,6.0,38.40629247742847
2316,4.0,8.0,35.22739111333375
2317,1.0,4.0,34.67746398884098
2324,3.0,8.0,33.84555317184186
2325,1.0,5.0,34.28119460713169
2327,1.0,5.0,31.59095032655277
2330,2.0,6.0,37.82834407483496
2334,2.0,5.0,38.25044083103815
2337,2.0,5.0,37.57609032164156
2338,2.0,6.0,40.28995687256902
2339,2.0,6.0,39.38244285633829
2340,1.0,5.0,30.43495841465177
2347,1.0,5.0,26.1898490791283
2348,3.0,6.0,36.66257324305017
2349,2.0,8.0,36.337942336085135
2353,7.0,10.0,40.755530018623055
2355,1.0,4.0,31.768637259647857
2360,4.0,8.0,39.87592726254613
2361,7.0,7.0,39.993322559143024
2364,4.0,7.0,38.55574433188523
2365,5.0,9.0,37.556264447988994
2366,4.0,8.0,39.037804260625805
2369,1.0,6.0,25.5800291686091
2372,3.0,7.0,37.21477074899461
2373,5.0,10.0,36.99176882032577
2374,1.0,6.0,31.898310379553383
2376,1.0,6.0,30.04122118375916
2378,4.0,9.0,35.4396539240349
2379,1.0,5.0,36.64221422351595
2380,5.0,9.0,40.24111777619159
2381,3.0,7.0,40.147692167685946
2382,4.0,7.0,39.39223368443864
2384,6.0,9.0,41.1839472622792
2385,4.0,9.0,33.97080416914776
2386,5.0,9.0,39.40092989841603
2387,6.0,8.0,39.3845246696165
2388,6.0,11.0,41.19362906924794
2389,1.0,5.0,32.61731585717466
2390,3.0,7.0,38.163906990742205
2394,2.0,5.0,33.142902236042985
2396,1.0,4.0,20.6744292578276
2397,2.0,6.0,36.82597017996592
2398,2.0,6.0,32.975699061286846
2399,1.0,6.0,36.94948583125556
24,9.0,12.0,38.64110689698306
2400,4.0,8.0,40.15348668202079
2402,1.0,4.0,32.90290126026581
2405,4.0,8.0,35.53762955197844
2407,2.0,7.0,36.28972964325304
2408,1.0,4.0,22.117556313553145
2409,11.0,12.0,40.12834635245431
241,1.0,5.0,36.244353801011286
2410,1.0,5.0,27.65825477475933
2412,1.0,4.0,28.354544605887355
2413,7.0,9.0,38.32460637553443
2414,1.0,5.0,27.59159178165856
2415,5.0,8.0,42.10312777348926
2416,1.0,5.0,34.791358617535664
2417,3.0,6.0,37.75959370775101
2418,1.0,4.0,32.7778072357885
242,4.0,8.0,37.03860097240288
2420,15.0,14.0,41.82420356756808
2421,2.0,7.0,35.52445165239524
2422,1.0,5.0,26.109758203861084
2423,1.0,6.0,35.572129394504664
2424,2.0,7.0,34.087708585476705
2428,5.0,7.0,39.38861515649494
243,2.0,6.0,39.285343093245785
2430,1.0,4.0,33.276311883951266
2432,7.0,10.0,41.54299610511141
2433,1.0,6.0,35.64132137519328
2434,5.0,9.0,38.92138399382989
2435,8.0,10.0,39.45443689365645
2436,3.0,7.0,42.33077675237297
2437,2.0,5.0,36.39341306489105
2438,7.0,8.0,40.78993877840093
2440,2.0,7.0,34.56072812957864
2441,2.0,7.0,37.33737833793944
2442,2.0,6.0,36.18327929147693
2443,5.0,8.0,37.82107418685821
2445,5.0,8.0,38.42048740997529
2446,5.0,10.0,40.86921713109695
2447,3.0,8.0,37.85712640709411
2448,7.0,9.0,39.00324796274548
2449,3.0,7.0,39.65858533660359
245,1.0,5.0,27.60468590137956
2450,2.0,6.0,37.21713119974244
2451,3.0,7.0,39.59956998311948
2452,4.0,7.0,39.38861515649494
2453,3.0,5.0,40.63253111054279
2455,3.0,8.0,38.5460419790602
2456,2.0,6.0,36.89750764478914
2457,4.0,9.0,40.63253111054279
2458,1.0,5.0,32.85359097658846
2459,4.0,8.0,39.38244285633829
2466,1.0,5.0,35.34812577893516
2469,1.0,6.0,25.471672370617508
2470,2.0,6.0,38.5460419790602
2471,1.0,5.0,26.250139321517583
2472,6.0,11.0,38.23872667392787
2473,2.0,5.0,36.337942336085135
2474,2.0,7.0,32.68268416366985
2475,3.0,6.0,37.4631174470769
2476,1.0,5.0,30.04122118375916
2477,2.0,4.0,37.1087435131037
2478,2.0,7.0,39.65858533660359
2479,2.0,7.0,36.99176882032577
2480,2.0,6.0,42.189528863323815
2481,1.0,5.0,25.45465081724237
2482,5.0,9.0,36.64221422351595
2483,1.0,6.0,33.85919432245975
2484,1.0,6.0,36.4765548848426
2485,2.0,6.0,40.90080337641509
2486,2.0,6.0,35.107735866533346
2489,3.0,8.0,39.28245338053986
2490,1.0,6.0,24.96083154604977
2494,4.0,7.0,37.45737749250678
2495,3.0,6.0,40.637715791615946
25,2.0,7.0,35.51579139017861
2503,1.0,5.0,26.3321932059468
2505,3.0,7.0,33.165880950327725
2507,1.0,5.0,31.23435756304813
2509,2.0,7.0,31.603594191319445
2510,10.0,11.0,41.43532773953235
2511,4.0,7.0,41.99754602728531
2513,2.0,7.0,37.20964242356301
253,1.0,5.0,24.875378788016302
254,1.0,5.0,33.30307605784173
255,1.0,5.0,31.936858409325616
256,1.0,5.0,37.45737749250678
258,2.0,7.0,37.85712640709411
259,1.0,5.0,32.11183303399342
260,1.0,5.0,34.10969368725229
261,6.0,8.0,41.1839472622792
262,1.0,5.0,31.10901301283285
263,1.0,5.0,34.17727327694634
264,2.0,7.0,31.761361878840905
2660,2.0,7.0,36.94948583125556
2661,11.0,12.0,42.10312777348926
2662,1.0,5.0,37.45737749250678
2665,1.0,6.0,34.28119460713169
2668,2.0,6.0,38.5460419790602
2669,6.0,8.0,39.36675045934589
2672,1.0,5.0,34.14251840140856
268,1.0,4.0,23.81067124311542
2682,4.0,8.0,39.00324796274548
2684,2.0,6.0,33.4143944321197
2685,8.0,11.0,40.15348668202079
2690,2.0,6.0,35.7983012400341
