iteration,avg_score,selected_chargers
1,135.17440802215293,4245
1,135.17440802215293,3148
1,135.17440802215293,67
1,135.17440802215293,1354
1,135.17440802215293,4209
1,135.17440802215293,1026
1,135.17440802215293,395
1,135.17440802215293,810
1,135.17440802215293,2324
1,135.17440802215293,2858
